,email,q1,q2,q3,q4,q5
347,3,非常困難兌換心儀航班，及必須在要一年前兌換。,4,1,,以來回程的里數在綱上系統分開兌換去程及回程機票。
348,10,It's useful if you are a frequent cx client.,6,6,The Asia miles are useful,More information
349,0,,3,7,,
350,6,,3,2,,
351,7,,5,5,,
352,3,Expired period needs to be extended. It is very difficult to redeem rewards.,1,1,,
353,9,,4,7,容易兌換禮品,擴大更多商營賺取里數
354,4,,3,5,,
355,5,asia miles expiring in 3 years is too short.  cannot co-share or combine miles within my group,6,4,many participating airlines,no expiration or longer validity time . Allow members (within the same group) to combine miles
356,7,overall feeling,4,3,can use credit card to get more miles.,More easy to earn miles.
357,10,Can use Asia Miles to redeem air ticket & upgrades.,1,3,Connected with CX CLUB MILES,Redeem hotel accommodation & dining ng vouchers as well!
358,7,,6,4,,
359,7,Cathay Pacific are Dragon Air are major partners of Asia Miles.,4,3,Partner with HK major airlines,lengthen or cancel expiry date
360,10,,5,1,,
361,5,,5,3,,
362,6,Very difficult to use miles for redemption of air tickets,6,1,Very easy to earn miles through credit cards and flights,facilitate redemption with airlines.  Seats are never available
363,7,Asia Miles is not as responsive as Marco Polo,6,4,Earning points,Customer Services Call Centre be more accessible.
364,3,接觸人員 往往面對我們客戶提出問題 沒有耐心 態度不親和,4,4,,
365,10,,4,6,,
366,9,,4,6,,
367,9,,5,5,,
368,7,,3,3,,
369,10,Love the program - get miles at my fav restaurants and shops,5,6,,
370,9,"easy to earn point from various way.  such as dinning, shopping and travelling",5,4,,
371,7,,5,4,,
372,6,,2,2,,
373,6,,3,4,,
374,10,Excellent service level,6,6,User friendly,
375,9,You seem to have a bug in this field that prevents me from writing more than about 60 characters,6,6,I had no issues making a redemption or transferring/converting from my Citibank CC,"Technically ur a mess - this form broken, website bad - other day my expiry year actually said 1970!"
376,8,"Good award & redemption scheme, large variety of redemption gifts, but limited reward partners",2,6,Redeem shopping coupons,More types of reward partners
377,7,,2,1,,
378,9,優惠吸引,5,5,優惠種類繁多,取消積分到期
379,7,,5,2,,
380,6,the no. of airlines that enable me to earn miles are good,3,1,good partcipation from airlines and recently from banks,Cathay does not allow miles accrual for its offers.  Dragonair has very poor flight time performance
381,8,Easy to redeem awards,5,6,Cathay Pacific,Get more airlines to programme
382,10,,7,6,,
383,3,Because it is always very difficult to redeem miles.,6,1,,Make redeeming easier
384,5,在有些合作伙伴航空公司用此咭登記積分十分困難。回程時更說從不知道有此咭！浪費時間，並令人費唇舌解釋，十分麻煩和尷尬！！,3,4,電話查詢肯跟進個案。,合作伙伴航空公司之間的溝通。
385,9,,6,6,,
386,7,,4,4,,
387,8,,6,2,,
388,10,,6,7,,
389,9,"Easy to redeem flight tickets, staff are helpful",5,7,Can redeem flight tickets in One World alliance,More phone receptionists as waiting time is extremely long for phone enquiry
390,7,Difficulty at times to redeem flight and less flexibility now than before,4,5,Redeem flight,More promotion in redemptions d earning miles
391,10,it is because I can redeem free tickets to travel,5,5,many choice and products to redeem,less points to redeem ticket
392,0,,1,1,,
393,7,,5,5,,
394,3,因為不太容易賺取里數及優惠不多！,2,2,Nil,多些可以賺取倍數積分的機會
395,9,,5,6,Being able to redeem saved Asia miles for upgrades on flights.,
396,8,,6,5,,
397,8,Best options,7,7,,
398,8,,6,6,,
399,9,,6,5,,
400,7,"Because it is not only to earn the miles by flights, we can also earn miles by dining or other expenses.",4,4,"The promotion with the credit card company which can make me to earn the miles more easily.
The website is easy to access as well.",So far I am quite satisifed.
401,9,Easy to earn and able to used in very wide range.,7,7,,"Could be use for inviting family to join in the private lounge, while waiting for flight departure."
402,6,,3,4,,
403,7,方便無需額外登記,4,4,可以以不同方式賺取里數,應該提供免費更改名單，讓會員可以更有效地運用里數
404,6,As can never get any flights so no point having them.,6,2,Easy to accumulate,Have available flights to use them so limited.
405,0,Difficult to maintain membership of Marco Polo Club,1,1,None,
406,3,It too difficult to accumulate points to different tiers especially with the new scoring system,1,5,,
407,10,兌換機票,4,5,,
408,0,impossible to redeem flights,4,1,,
409,7,,4,6,兌換機票快捷,"訂票資料根據個人更新(即無論經國泰或其他聯營公司所訂的機票), 都可以一併顯示在個人訂票資料內
另請確保手機及網頁版登入穩定性 (多次未明原因未能登入)"
410,5,"1）兌換里數太多？
2）兌換困難電話等很長時間？
3）不能從經濟艙升級至商務艙？",2,1,找不到。,開設辦公室公開接受會員見面查詢及投訴。
411,10,,7,7,,
412,9,,5,7,,
413,8,,4,4,,
414,9,,4,6,,
415,5,,6,2,Amex card earnings,Cathay keeps increasing the complexity of its awards and the cost of its redemptions.
416,5,"Neutral 

Nothing special about Asia miles",4,4,Nothing,"Better flight redemption program

Easier access via phone"
417,4,,5,2,,
418,9,,6,6,,
419,6,可以有里數，換取禮品或機票,3,4,增加商店換取里數和禮品,取消里數的有效
420,10,,5,5,,
421,8,,6,4,,
422,6,This is the pass mark. I have yet to be convinced that Asia Miles deserves a higher rating.,4,1,,To make it easier to get through to Asia Miles by phone.
423,5,,4,2,,
424,8,not easy to redeem air ticket now,6,2,can redeem air ticket,i don't know
425,8,,1,1,,
426,8,,6,7,,Clear the confusion between Asian Miles and Carhay miles.
427,9,,3,3,,
428,10,,6,6,,
429,6,,5,1,,
430,8,I am quite ready to recommend.,2,2,It is free of charge and have quite a large network,Be more generous to reward miles and have a much longer expiry period.
431,7,,5,6,,
432,8,Program is better than most others,6,7,Good online access,Easier to book upgrades
433,10,fruitful of benefit,5,5,redeem air ticket,more seat availabel to redeem.
434,7,,7,4,,
435,8,"在購物時同事儲分, 希望日後換到機票後一起使用",3,3,暫未找到,"一定要經其網站購物才能儲分
另外分數也要很高才能換取機票"
436,7,Always cannot redeem an air ticket to travel during a high season.,5,7,Added benefits on top of spendings.,Not to withhold/reject a redemption of air ticket even when it is arranged almost a year ahead.
437,7,I mainly use the miles for airline mileage claim and less so on other Asia Miles products.,5,4,Airline mileage,
438,5,,4,3,,
439,8,"USER FRIENDLY, ATTRACTIVE PAGE LAYOUT, EASY TO NAVIGATE",4,5,VARIETY OF REWARDS AVAILABLE,EXPAND THE NUMBER OF VENDORS IN I-SHOP
440,2,Point expiry is the worst policy to have.  Redeeming miles is nimpossible.,4,1,Catalog,
441,7,可以換到機票,5,3,太難換到機票,可否過戶換機票？
442,7,,4,4,,
443,10,,6,5,,
444,5,I only collect miles from CX,1,1,Alliance of Marco Polo,No idea
445,10,Because I think CA is one of the top airlines I the world,7,1,I get to come back to Asia without having to spend a fortune,Assist one better when you are trying to make a trip happen with Asia Miles in holiday timeframe
446,10,"Asia Miles is a customer friendly rewards program, as exception to the others.",7,6,"Very active rewards program, putting the customer on the first place. Very user friendly website.",Easier info if the restaurant offers Asia Miles. Not sure how to achieve this.
447,10,方便,1,5,消費也可會儲里數,更容易儲積分
448,8,Convenient,2,1,Can exchange air tickets hotel car rental and other stuff with points,Less points. More reward. Better services. More promotion
449,9,"Details always clear, website easy to use, staff very responsive",5,6,CX flights cost more but miles are relatively easy to use,follow Southwest Airlines: no expiry of miles and no penalties for cancellation/changes to flights
450,10,香港服務佳,5,5,聯盟航班多選擇,網頁穩定性低，連結有關商户困難。
451,7,,3,4,,
452,10,,6,3,Almost no flight for choice even a year before,
453,1,,2,2,,
454,8,It is user friendly,7,7,Diversity,No idea
455,9,,5,6,free tickets,more seats
456,8,,5,6,,
457,7,,4,4,,
458,8,,4,4,,
459,10,,6,7,,
460,9,they have a comprehensive programme that is easy to use.,6,6,That it supports multiple Asian airlines,I'm very happy with the service.  Can't think of anything off the top of my head.
461,5,So many rules to restrict the points earning,3,3,Branding,Avaliability of getting thru to the hotline
462,4,兌換困難，選擇不多，年費貴，沒有支援服務,5,2,網頁指示清楚,"查詢電話""永遠""無法接通，求助無援，服務效率甚低，依賴email，非常不合理！"
463,5,,3,3,,
464,8,,6,5,CX redeem flight,More merchandise options
465,10,"Simply, the Asia miles' airline network fits me a lot.",3,4,This network has Cathay Pacific and Qatar. I love both airline the most.,"I'm waiting for the full integration of Cathay & Dragonair, in their web platform."
466,5,Extremely long waiting time when calling the hotline. No grace period when tickets are confirmed.,6,1,Easier to earn miles,Can redeem multiple stop tickets onlineCan deduct miles accordingto class chosenfor different sector
467,7,,5,5,priority and extra loading,more ways to ear miles
468,1,,2,1,,
469,10,,5,5,,
470,10,i think everyone should hv this,4,5,easy to redeem,more promotion or upgrade ^^
471,10,Asia Miles is IMO the only mileage program to have if you are based in HK.,5,5,"Redeeming mileage for flights or upgrade on CX/KA. Earning on Amex, which I used to do.",Mileage accrual not as generous as other carriers. Redemption availability is a bit thin sometimes.
472,6,,4,2,,
473,8,easy to earn miles,6,5,easy to earn miles,extend the expiration period
474,5,,4,2,,to enhance the phone system so that we can book ticket easier rather than thru internet.
475,10,,4,4,,
476,8,"good to get reward tickets or upgrade,but the rewards flights
are usually unavailable.",5,2,easy to accumulate miles with more partner airlines.,make redemption and upgrades with less miles and more available on most flights.
